# Avellaneda-Stoikov (2008) vs Imbalance-Aware (2018)

Step,Inventory Avellaneda,PnL Avellaneda,Inventory Imbalance,PnL Imbalance
21055,-5,102271,-30,89913
21060,-5,102291,-10,89921.7
21065,-5,102311,0,89936.7
21070,-5,102342,0,89967.5
21075,-5,102352,0,89977.7
21080,-5,102383,0,90008.3
21085,-5,102403,0,90028.7
21090,-5,102434,0,90059.3
21095,-5,102454,0,90079.7
21100,-5,102485,-10,90105.3
21105,-5,102505,-10,90125.7
21110,-5,102526,-10,90145.9
21115,-5,102546,-10,90166.3
21120,-5,102577,-10,90186.7
21125,-5,102597,-10,90196.6
21130,-5,102617,-10,90227.3
21135,-5,102638,-10,90247.9
21140,-5,102668,-10,90278.8
21145,-5,102689,-10,90299.4
21150,-5,102719,-10,90330.2
21155,-5,102740,-10,90350.6
21160,-5,102760,0,90375.8
21165,-5,102791,0,90396.3
21170,-5,102811,0,90416.7
21175,-5,102842,0,90447.3
21180,-5,102862,0,90467.7
21185,-5,102893,10,90493.3
21190,-5,102913,10,90513.9
21195,-5,102944,10,90544.8
21200,-5,102964,0,90560
21205,-5,102995,0,90590.6
21210,-5,103015,0,90611.1
21215,-5,103046,0,90642
21220,-5,103066,-10,90657.7
21225,-5,103097,-10,90678.1
21230,-5,103117,-10,90708.7
21235,-5,103148,-10,90729.1
21240,-5,103168,-10,90759.7
21245,-5,103199,-10,90780.1
21250,-5,103219,-10,90800.3
21255,-5,103240,-10,90830.9
21260,-5,103260,-10,90851.2
21265,-5,103290,-10,90882.1
21270,-5,103311,-10,90902.6
21275,-5,103341,-10,90933.4
21280,-5,103362,-10,90953.8
21285,-5,103392,-10,90984.3
21290,-5,103413,-10,91004.8
21295,-5,103433,-10,91025.4
21300,-5,103464,-10,91056.3
21305,-5,103484,-10,91076.8
21310,-5,103515,-10,91097.4
21315,-5,103535,0,91123
21320,-5,103566,0,91143.6
21325,-5,103586,0,91174.3
21330,-5,103617,0,91194.7
21335,-5,103637,0,91215.3
21340,-5,103657,-10,91230.6
21345,-5,103688,-10,91261.4
21350,-5,103708,-10,91282
21355,-5,103739,-20,91307.7
21360,-5,103759,-20,91328.1
21365,-5,103790,-20,91348.6
21370,-5,103810,-20,91379.5
21375,-5,103841,-20,91400.1
21380,-5,103861,-20,91431
21385,-5,103892,-20,91451.6
21390,-5,103912,-30,91477.2
21395,-5,103943,-30,91497.6
21400,-5,103963,-30,91528.2
21405,-5,103984,-30,91548.9
21410,-5,104015,-30,91579.8
21415,-5,104035,-30,91600.2
21420,-5,104066,-30,91621
21425,-5,104086,-30,91641.4
21430,-5,104117,-30,91661.8
21435,-5,104137,-30,91682.2
21440,-5,104168,-30,91712.6
21445,-5,104188,-30,91733.3
21450,-5,104219,-30,91764.2
21455,-5,104239,-30,91784.7
21460,-5,104259,-30,91804.5
21465,-5,104290,-30,91824.9
21470,-5,104310,-30,91855.5
21475,-5,104341,-30,91875.9
21480,-5,104361,-30,91886.1
21485,-5,104392,-30,91916.7
21490,-5,104412,-30,91937.1
21495,-5,104443,-30,91968.3
21500,-5,104463,-30,91988.9
21505,-5,104484,-30,92009.3
21510,-5,104504,-30,92017.8
21515,-5,104534,-30,92048.4
21520,-5,104555,-40,92064.7
21525,-5,104575,-40,92075
21530,-5,104606,-40,92105.4
21535,-5,104626,-50,92122.4
21540,-5,104636,-40,92135.4
21545,-5,104667,-50,92161.8
21550,-5,104687,-50,92182.4
21555,-5,104708,-40,92197.3
21560,-5,104728,-40,92217.7
21565,-5,104749,-40,92238.7
21570,-5,104779,-40,92269.6
21575,-5,104800,-50,92285
21580,-5,104820,-50,92306.2
21585,-5,104840,-50,92326.1
21590,-5,104851,-40,92340.6
21595,-5,104871,-40,92361.2
21600,-5,104902,-40,92382.2
21605,-5,104922,-40,92403.1
21610,-5,104953,-40,92433.7
21615,-5,104973,-40,92453.3
21620,-5,105004,-40,92484.2
21625,-5,105024,-40,92504.8
21630,-5,105044,-40,92525
21635,-5,105075,-40,92555.5
21640,-5,105095,-40,92575.9
21645,-5,105126,-40,92606.8
21650,-5,105146,-50,92622.8
21655,-5,105167,-40,92646.6
21660,-5,105197,-40,92667
21665,-5,105218,-40,92697.6
21670,-5,105248,-40,92718
21675,-5,105269,-30,92742.6
21680,-5,105299,-30,92763
21685,-5,105320,-30,92793.6
21690,-5,105350,-30,92814
21695,-5,105371,-30,92844.6
21700,-5,105401,-30,92864.8
21705,-5,105422,-30,92895.4
21710,-5,105452,-30,92915.8
21715,-5,105473,-30,92946.4
21720,-5,105503,-30,92966.8
21725,-5,105524,-30,92997.4
21730,-5,105554,-30,93017.8
21735,-5,105575,-30,93048.4
21740,-5,105605,-30,93068.8
21745,-5,105626,-30,93099.4
21750,-5,105656,-30,93120
21755,-5,105677,-30,93150.4
21760,-5,105707,-30,93170.8
21765,-5,105728,-30,93201.4
21770,-5,105758,-30,93221.8
21775,-5,105779,-30,93252.4
21780,-5,105809,-30,93272.9
21785,-5,105830,-30,93303.5
21790,-5,105860,-30,93324.1
21795,-5,105881,-30,93354.9
21800,-5,105901,-30,93375.5
21805,-5,105932,-30,93406.4
21810,-5,105952,-30,93427
21815,-5,105983,-30,93458
21820,-5,106003,-30,93478.6
21825,-5,106034,-30,93509.5
21830,-5,106054,-30,93530.2
21835,-5,106085,-40,93556.5
21840,-5,106105,-40,93577.1
21845,-5,106136,-40,93607.7
21850,-5,106156,-40,93628.1
21855,-5,106187,-40,93658.7
21860,-5,106207,-40,93678.9
21865,-5,106238,-40,93699.3
21870,-5,106258,-40,93729.9
21875,-5,106289,-40,93750.6
21880,-5,106309,-40,93781.5
21885,-5,106340,-50,93797.9
21890,-5,106360,-50,93828.5
21895,-5,106391,-50,93848.9
21900,-5,106411,-70,93871.8
21905,-5,106432,-80,93890.7
21910,-5,106452,-80,93921.6
21915,-5,106483,-80,93942.6
21920,-5,106503,-80,93963.2
21925,-5,106524,-90,93991.4
21930,-5,106554,-90,94012
21935,-5,106575,-90,94042.6
21940,-5,106605,-90,94063
21945,-5,106626,-90,94093.6
21950,-5,106656,-80,94106.2
21955,-5,106676,-80,94136.8
21960,-5,106707,-80,94157.2
21965,-5,106727,-80,94187.8
21970,-5,106758,-80,94207.8
21975,-5,106778,-80,94228.2
21980,-5,106809,-80,94258.8
21985,-5,106830,-80,94270.6
21990,-5,106860,-70,94294.3
21995,-5,106881,-70,94314.9
22000,-5,106911,-70,94345.8
22005,-5,106932,-70,94366.4
22010,-5,106962,-70,94397.1
22015,-5,106983,-70,94417.5
22020,-5,107013,-70,94438.5
22025,-5,107034,-60,94462.2
22030,-5,107064,-70,94479.2
22035,-5,107085,-70,94509.8
22040,-5,107115,-70,94530.2
22045,-5,107136,-70,94560.8
22050,-5,107156,-70,94570.4
22055,-5,107176,-70,94590.8
22060,-5,107207,-70,94610.9
22065,-5,107227,-70,94630
22070,-5,107258,-70,94659.9
22075,-5,107278,-70,94680.3
22080,-5,107309,-70,94711.2
22085,-5,107319,-70,94732.2
22090,-5,107350,-70,94762.8
22095,-5,107370,-70,94783.2
22100,-5,107401,-70,94803.6
22105,-5,107421,-70,94835.6
22110,-5,107452,-70,94856
22115,-5,107472,-70,94886.6
22120,-5,107503,-70,94907
22125,-5,107513,-70,94927.6
22130,-5,107543,-70,94947.5
22135,-5,107564,-60,94962.2
22140,-5,107584,-60,94982.6
22145,-5,107605,-50,95007
22150,-5,107635,-50,95027.4
22155,-5,107656,-50,95058.5
22160,-5,107676,-50,95078.9
22165,-5,107707,-50,95109.3
22170,-5,107727,-50,95129.6
22175,-5,107758,-50,95160.5
22180,-5,107778,-50,95180.6
22185,-5,107799,-40,95196
22190,-5,107829,-40,95227
22195,-5,107850,-40,95247.4
22200,-5,107880,-40,95278
22205,-5,107901,-40,95298
22210,-5,107931,-40,95328.6
22215,-5,107952,-50,95345.7
22220,-5,107962,-50,95355.7
22225,-5,107982,-50,95376.2
22230,-5,108003,-30,95384.3
22235,-5,108033,-20,95409.2
22240,-5,108054,-20,95429.8
22245,-5,108084,-20,95460.6
22250,-5,108105,-30,95476.5
22255,-5,108135,-40,95492.3
22260,-5,108156,-40,95512.9
22265,-5,108186,-40,95543.8
22270,-5,108207,-40,95564.4
22275,-5,108237,-40,95595.3
22280,-5,108258,-40,95614.9
22285,-5,108278,-40,95645.8
22290,-5,108309,-40,95666.4
22295,-5,108329,-40,95697.3
22300,-5,108360,-40,95717.9
22305,-5,108380,-40,95748.8
22310,-5,108411,-40,95769.4
22315,-5,108431,-40,95800.3
22320,-5,108462,-40,95820.9
22325,-5,108482,-40,95852.4
22330,-5,108503,-40,95872.8
22335,-5,108533,-50,95899.6
22340,-5,108554,-50,95920.2
22345,-5,108574,-50,95940.7
22350,-5,108605,-50,95961.6
22355,-5,108625,-50,95992.2
22360,-5,108656,-50,96012.3
22365,-5,108676,-60,96039.4
22370,-5,108707,-60,96060.7
22375,-5,108717,-60,96069.7
22380,-5,108747,-60,96100.3
22385,-5,108768,-60,96122
22390,-5,108788,-60,96142.6
22395,-5,108819,-60,96173.4
22400,-5,108839,-70,96191.1
22405,-5,108870,-70,96221.3
22410,-5,108890,-60,96235
22415,-5,108921,-60,96255.9
22420,-5,108941,-50,96279.8
22425,-5,108962,-40,96293.6
22430,-5,108992,-40,96324.2
22435,-5,109013,-40,96344.6
22440,-5,109043,-40,96375
22445,-5,109064,-50,96391
22450,-5,109094,-50,96411.5
22455,-5,109115,-50,96432.1
22460,-5,109145,-50,96452.3
22465,-5,109166,-50,96472.7
22470,-5,109196,-50,96503.3
22475,-5,109217,-50,96522.9
22480,-5,109247,-50,96553.5
22485,-5,109268,-40,96567.8
22490,-5,109298,-40,96588.4
22495,-5,109319,-40,96619
22500,-5,109349,-40,96639.4
22505,-5,109370,-40,96659.8
22510,-5,109400,-40,96691.2
22515,-5,109421,-40,96711.8
22520,-5,109451,-40,96742.7
22525,-5,109472,-40,96763.3
22530,-5,109492,-40,96784.9
22535,-5,109523,-40,96815.5
22540,-5,109543,-40,96835.5
22545,-5,109563,-40,96855.3
22550,-5,109594,-40,96886.2
22555,-5,109614,-40,96906.8
22560,-5,109645,-30,96931.3
22565,-5,109665,-30,96951.9
22570,-5,109696,-30,96982.8
22575,-5,109716,-30,97003.2
22580,-5,109747,-30,97034
22585,-5,109767,-30,97043.7
22590,-5,109788,-40,97070
22595,-5,109818,-40,97090.4
22600,-5,109839,-30,97115
22605,-5,109869,-20,97129.5
22610,-5,109890,-20,97149.9
22615,-5,109920,-20,97181.6
22620,-5,109941,-20,97202.4
22625,-5,109972,-20,97233.3
22630,-5,109992,-10,97248.3
22635,-5,110023,0,97273.6
22640,-5,110043,0,97294
22645,-5,110074,0,97324.6
22650,-5,110094,0,97345
22655,-5,110125,0,97375.6
22660,-5,110145,0,97385.5
22665,-5,110165,0,97405.9
22670,-5,110185,0,97426.5
22675,-5,110216,10,97451.9
22680,-5,110237,10,97472.3
22685,-5,110267,10,97503.1
22690,-5,110287,10,97523.5
22695,-5,110318,10,97543.9
22700,-5,110338,10,97564.3
22705,-5,110369,10,97594.9
22710,-5,110389,10,97615.3
22715,-5,110420,0,97640.6
22720,-5,110440,0,97661.2
22725,-5,110471,0,97671.5
22730,-5,110491,-20,97683.1
22735,-5,110522,-20,97693.1
22740,-5,110542,-20,97723.7
22745,-5,110573,-20,97744.1
22750,-5,110593,-20,97764.4
22755,-5,110624,-30,97788.5
22760,-5,110644,-30,97809.1
22765,-5,110675,-30,97839.7
22770,-5,110695,-30,97860.1
22775,-5,110726,-30,97890.7
22780,-5,110746,-30,97911.2
22785,-5,110766,-30,97931.7
22790,-5,110797,-30,97962.6
22795,-5,110817,-30,97983.2
22800,-5,110848,-30,98014.1
22805,-5,110868,-30,98034.7
22810,-5,110899,-40,98061.1
22815,-5,110919,-40,98081.5
22820,-5,110950,-40,98112
22825,-5,110970,-40,98132.4
22830,-5,110991,-40,98153
22835,-5,111021,-40,98173.4
22840,-5,111042,-40,98204
22845,-5,111072,-40,98224.2
22850,-5,111093,-40,98244.4
22855,-5,111113,-40,98264.8
22860,-5,111144,-40,98295.4
22865,-5,111164,-40,98315.8
22870,-5,111195,-40,98346.4
22875,-5,111215,-40,98366.8
22880,-5,111246,-40,98397.4
22885,-5,111266,-40,98417.8
22890,-5,111297,-40,98448.4
22895,-5,111317,-40,98468.8
22900,-5,111348,-40,98499.6
22905,-5,111368,-40,98520
22910,-5,111399,-40,98550.6
22915,-5,111419,-50,98566.9
22920,-5,111440,-50,98587.6
22925,-5,111470,-50,98608.1
22930,-5,111491,-50,98639
22935,-5,111521,-50,98659.4
22940,-5,111542,-40,98683.7
22945,-5,111572,-40,98704.3
22950,-5,111593,-50,98720.8
22955,-5,111613,-50,98742.1
22960,-5,111644,-50,98773.3
22965,-5,111664,-40,98786.5
22970,-5,111684,-30,98811.2
22975,-5,111715,-30,98831.6
22980,-5,111735,-30,98862.2
22985,-5,111756,-40,98878.7
22990,-5,111776,-30,98893.9
22995,-5,111807,-30,98924.8
23000,-5,111827,-30,98945.4
23005,-5,111848,-30,98965.7
23010,-5,111878,-30,98996.6
23015,-5,111899,-40,99012.8
23020,-5,111929,-40,99043.3
23025,-5,111950,-40,99063.5
23030,-5,111980,-40,99094.1
23035,-5,112001,-40,99114.5
23040,-5,112031,-40,99145.1
23045,-5,112052,-40,99165.5
23050,-5,112082,-30,99190.1
23055,-5,112103,-30,99210.5
23060,-5,112133,-30,99240.8
23065,-5,112154,-30,99261.3
23070,-5,112184,-30,99292.1
23075,-5,112205,-40,99308.2
23080,-5,112225,-40,99328.4
23085,-5,112256,-40,99359
23090,-5,112276,-40,99379.4
23095,-5,112307,-40,99410
23100,-5,112327,-40,99430.4
23105,-5,112358,-40,99461
23110,-5,112378,-40,99481.9
23115,-5,112399,-40,99502.4
23120,-5,112419,-40,99522.5
23125,-5,112449,-40,99553.1
23130,-5,112470,-40,99573.5
23135,-5,112500,-40,99604.1
23140,-5,112521,-40,99624.5
23145,-5,112551,-40,99655.1
23150,-5,112572,-40,99675.5
23155,-5,112602,-30,99700.3
23160,-5,112623,-30,99720.8
23165,-5,112653,-20,99745.8
23170,-5,112674,-20,99766.2
23175,-5,112694,-20,99786.4
23180,-5,112725,-20,99817.3
23185,-5,112745,-10,99832.2
23190,-5,112766,-20,99847.6
23195,-5,112786,-10,99872.7
23200,-5,112817,-10,99893.3
23205,-5,112837,-20,99919.1
23210,-5,112868,-20,99939.5
23215,-5,112888,-20,99970.1
23220,-5,112919,-20,99990.6
23225,-5,112939,-20,100011
23230,-5,112970,-20,100042
23235,-5,112990,-20,100062
23240,-5,113010,-20,100083
23245,-5,113041,-20,100113
23250,-5,113061,-20,100134
23255,-5,113092,-20,100164
23260,-5,113112,-20,100185
23265,-5,113143,-20,100215
23270,-5,113163,-20,100236
23275,-5,113194,-20,100266
23280,-5,113214,-20,100287
23285,-5,113235,-20,100317
23290,-5,113265,-20,100338
23295,-5,113286,-20,100368
23300,-5,113316,-20,100389
23305,-5,113337,-20,100419
23310,-5,113367,-20,100440
23315,-5,113388,-20,100460
23320,-5,113418,-20,100491
23325,-5,113439,-20,100511
23330,-5,113469,-20,100532
23335,-5,113490,-20,100562
23340,-5,113520,-20,100583
23345,-5,113541,-10,100608
23350,-5,113571,-20,100623
23355,-5,113592,-30,100649
23360,-5,113622,-20,100664
23365,-5,113643,-20,100684
23370,-5,113673,-20,100705
23375,-5,113694,-30,100731
23380,-5,113724,-40,100747
23385,-5,113745,-60,100769
23390,-5,113775,-60,100779
23395,-5,113796,-60,100799
23400,-5,113826,-60,100830
23405,-5,113847,-60,100850
23410,-5,113877,-60,100881
23415,-5,113898,-70,100898
23420,-5,113928,-70,100928
23425,-5,113949,-90,100942
23430,-5,113979,-90,100962
23435,-5,114000,-90,100982
23440,-5,114030,-80,100996
23445,-5,114051,-80,101027
23450,-5,114081,-70,101041
23455,-5,114102,-60,101065
23460,-5,114132,-60,101085
23465,-5,114153,-70,101112
23470,-5,114183,-80,101129
23475,-5,114204,-80,101150
23480,-5,114234,-70,101162
23485,-5,114255,-60,101176
23490,-5,114285,-50,101190
23495,-5,114306,-40,101204
23500,-5,114326,-40,101224
23505,-5,114357,-40,101255
23510,-5,114377,-50,101271
23515,-5,114408,-50,101301
23520,-5,114428,-60,101317
23525,-5,114459,-60,101348
23530,-5,114479,-60,101368
23535,-5,114510,-50,101393
23540,-5,114530,-40,101408
23545,-5,114561,-40,101418
23550,-5,114581,-40,101448
23555,-5,114612,-30,101463
23560,-5,114632,-20,101478
23565,-5,114663,-20,101488
23570,-5,114683,-20,101508
23575,-5,114714,-10,101524
23580,-5,114734,-20,101549
23585,-5,114765,-20,101570
23590,-5,114785,-20,101590
23595,-5,114816,-20,101611
23600,-5,114836,-10,101625
23605,-5,114867,0,101651
23610,-5,114887,0,101671
23615,-5,114918,0,101692
23620,-5,114938,0,101712
23625,-5,114969,0,101743
23630,-5,114989,0,101764
23635,-5,115020,10,101779
23640,-5,115040,10,101799
23645,-5,115071,10,101819
23650,-5,115091,10,101840
23655,-5,115112,10,101860
23660,-5,115142,10,101891
23665,-5,115163,10,101911
23670,-5,115193,10,101932
23675,-5,115214,10,101952
23680,-5,115244,10,101962
23685,-5,115265,10,101983
23690,-5,115295,20,102000
23695,-5,115316,30,102027
23700,-5,115336,30,102047
23705,-5,115367,20,102071
23710,-5,115387,30,102088
23715,-5,115418,30,102118
23720,-5,115438,30,102139
23725,-5,115469,30,102170
23730,-5,115489,30,102190
23735,-5,115520,30,102210
23740,-5,115540,30,102241
23745,-5,115571,30,102261
23750,-5,115591,30,102292
23755,-5,115622,30,102313
23760,-5,115642,30,102333
23765,-5,115673,30,102353
23770,-5,115693,20,102378
23775,-5,115724,10,102391
23780,-5,115744,10,102422
23785,-5,115775,10,102443
23790,-5,115795,10,102463
23795,-5,115826,10,102484
23800,-5,115846,10,102504
23805,-5,115877,10,102514
23810,-5,115897,20,102531
23815,-5,115928,20,102562
23820,-5,115948,10,102575
23825,-5,115979,20,102592
23830,-5,115999,30,102607
23835,-5,116030,30,102638
23840,-5,116050,30,102659
23845,-5,116081,30,102690
23850,-5,116101,20,102695
23855,-5,116132,20,102725
23860,-5,116152,20,102746
23865,-5,116172,20,102746
23870,-5,116203,20,102777
23875,-5,116223,10,102790
23880,-5,116254,10,102821
23885,-5,116274,10,102842
23890,-5,116305,0,102866
23895,-5,116325,0,102876
23900,-5,116346,0,102897
23905,-5,116366,0,102907
23910,-5,116397,10,102923
23915,-5,116417,10,102943
23920,-5,116448,10,102964
23925,-5,116468,10,102994
23930,-5,116499,10,103015
23935,-5,116519,10,103035
23940,-5,116550,10,103066
23945,-5,116570,10,103086
23950,-5,116601,10,103117
23955,-5,116621,10,103137
23960,-5,116642,10,103158
23965,-5,116672,10,103178
23970,-5,116693,10,103188
23975,-5,116723,10,103219
23980,-5,116744,10,103240
23985,-5,116774,10,103260
23990,-5,116795,10,103271
23995,-5,116825,10,103302
24000,-5,116846,20,103319
24005,-5,116876,30,103325
24010,-5,116897,10,103331
24015,-5,116927,10,103331
24020,-5,116948,0,103335
24025,-5,116968,0,103335
24030,-5,116998,10,103351
24035,-5,117019,10,103372
24040,-5,117049,10,103392
24045,-5,117070,10,103392
24050,-5,117100,10,103403
24055,-5,117121,0,103406
24060,-5,117151,0,103437
24065,-5,117172,20,103444
24070,-5,117192,20,103455
24075,-5,117223,20,103485
24080,-5,117243,30,103502
24085,-5,117274,40,103528
24090,-5,117294,40,103549
24095,-5,117325,40,103569
24100,-5,117345,30,103593
24105,-5,117376,40,103610
24110,-5,117396,20,103628
24115,-5,117427,20,103649
24120,-5,117447,20,103680
24125,-5,117478,20,103690
24130,-5,117498,20,103710
24135,-5,117529,0,103720
24140,-5,117549,-10,103736
24145,-5,117580,-10,103746
24150,-5,117600,-20,103753
24155,-5,117631,-20,103774
24160,-5,117651,-30,103789
24165,-5,117682,-30,103820
24170,-5,117702,-40,103836
24175,-5,117733,-50,103852
24180,-5,117753,-70,103864
24185,-5,117784,-90,103888
24190,-5,117804,-90,103898
24195,-5,117835,-100,103916
24200,-5,117855,-90,103928
24205,-5,117886,-90,103948
24210,-5,117886,-90,103949
24215,-5,117886,-90,103944
24220,-5,117906,-90,103959
24225,-5,117927,-90,103990
24230,-5,117957,-90,104010
24235,-5,117978,-90,104031
24240,-5,118008,-90,104061
24245,-5,118029,-90,104082
24250,-5,118059,-90,104113
24255,-5,118080,-90,104133
24260,-5,118110,-90,104154
24265,-5,118131,-90,104174
24270,-5,118161,-100,104191
24275,-5,118182,-90,104204
24280,-5,118212,-90,104225
24285,-5,118233,-90,104245
24290,-5,118263,-90,104266
24295,-5,118284,-100,104283
24300,-5,118314,-90,104296
24305,-5,118335,-100,104324
24310,-5,118365,-90,104337
24315,-5,118386,-90,104347
24320,-5,118406,-100,104362
24325,-5,118406,-92,104366
24330,-5,118416,-82,104366
24335,-5,118437,-80,104385
24340,-5,118467,-80,104406
24345,-5,118488,-80,104426
24350,-5,118518,-70,104441
24355,-5,118539,-70,104462
24360,-5,118569,-80,104477
24365,-5,118590,-80,104498
24370,-5,118590,-80,104497
24375,-5,118600,-80,104498
24380,-5,118600,-80,104494
24385,-5,118610,-80,104497
24390,-5,118630,-90,104514
24395,-5,118661,-90,104524
24400,-5,118681,-80,104547
24405,-5,118712,-70,104561
24410,-5,118732,-70,104581
24415,-5,118763,-80,104599
24420,-5,118783,-80,104619
24425,-5,118814,-80,104629
24430,-5,118834,-80,104660
24435,-5,118855,-80,104670
24440,-5,118875,-80,104691
24445,-5,118896,-80,104711
24450,-5,118926,-80,104742
24455,-5,118947,-80,104762
24460,-5,118977,-80,104783
24465,-5,118998,-90,104801
24470,-5,119028,-90,104831
24475,-5,119049,-90,104852
24480,-5,119079,-90,104883
24485,-5,119100,-90,104893
24490,-5,119130,-80,104916
24495,-5,119151,-80,104937
24500,-5,119181,-80,104967
24505,-5,119202,-80,104988
24510,-5,119232,-80,105008
24515,-5,119253,-80,105029
24520,-5,119283,-80,105060
24525,-5,119304,-90,105067
24530,-5,119314,-90,105077
24535,-5,119344,-90,105097
24540,-5,119365,-80,105122
24545,-5,119395,-80,105143
24550,-5,119416,-100,105164
24555,-5,119446,-90,105179
24560,-5,119467,-80,105204
24565,-5,119497,-80,105224
24570,-5,119518,-90,105250
24575,-5,119548,-90,105271
24580,-5,119569,-90,105281
24585,-5,119589,-90,105291
24590,-5,119609,-90,105311
24595,-5,119640,-90,105332
24600,-5,119661,-90,105353
24605,-5,119691,-90,105373
24610,-5,119712,-100,105401
24615,-5,119742,-90,105403
24620,-5,119763,-90,105424
24625,-5,119793,-100,105431
24630,-5,119814,-100,105431
24635,-5,119813,-100,105429
24640,-5,119814,-100,105431
24645,-5,119813,-100,105424
24650,-5,119813,-90,105426
24655,-5,119814,-90,105432
24660,-5,119813,-80,105430
24665,-5,119834,-80,105443
24670,-5,119854,-80,105474
24675,-5,119885,-80,105495
24680,-5,119905,-80,105515
24685,-5,119936,-70,105540
24690,-5,119956,-70,105561
24695,-5,119987,-70,105592
24700,-5,120007,-70,105612
24705,-5,120038,-70,105633
24710,-5,120058,-70,105653
24715,-5,120089,-70,105684
24720,-5,120109,-70,105705
24725,-5,120140,-70,105726
24730,-5,120160,-70,105746
24735,-5,120191,-60,105761
24740,-5,120211,-50,105787
24745,-5,120242,-50,105807
24750,-5,120262,-50,105828
24755,-5,120293,-30,105850
24760,-5,120313,-30,105870
24765,-5,120344,-30,105891
24770,-5,120364,-40,105918
24775,-5,120395,-40,105939
24780,-5,120415,-40,105959
24785,-5,120446,-40,105980
24790,-5,120466,-40,106000
24795,-5,120487,-50,106017
24800,-5,120487,-50,106018
24805,-5,120496,-40,106011
24810,-5,120526,-20,106030
24815,-5,120547,-20,106039
24820,-5,120567,-20,106060
24825,-5,120598,-20,106091
24830,-5,120618,-20,106111
24835,-5,120649,-20,106142
24840,-5,120669,-20,106162
24845,-5,120691,-30,106184
24850,-5,120701,-20,106187
24855,-5,120730,-20,106203
24860,-5,120752,-20,106228
24865,-5,120771,-30,106239
24870,-5,120792,-30,106249
24875,-5,120822,-40,106277
24880,-5,120842,-40,106295
24885,-5,120863,-40,106316
24890,-5,120893,-40,106347
24895,-5,120914,-40,106367
24900,-5,120944,-40,106388
24905,-5,120965,-40,106418
24910,-5,120995,-40,106439
24915,-5,121016,-40,106469
24920,-5,121046,-40,106490
24925,-5,121067,-30,106514
24930,-5,121097,-30,106535
24935,-5,121118,-20,106560
24940,-5,121148,-20,106580
24945,-5,121169,-10,106606
24950,-5,121200,0,106621
24955,-5,121220,0,106652
24960,-5,121251,0,106672
24965,-5,121271,0,106693
24970,-5,121302,0,106703
24975,-5,121322,10,106729
24980,-5,121353,10,106749
24985,-5,121373,10,106780
24990,-5,121404,10,106800
24995,-5,121424,10,106820
25000,-5,121455,10,106851
25005,-5,121475,10,106871
25010,-5,121506,10,106902
25015,-5,121526,10,106922
25020,-5,121557,10,106953
25025,-5,121577,10,106973
25030,-5,121608,20,106989
25035,-5,121628,20,107020
25040,-5,121659,30,107026
25045,-5,121679,30,107047
25050,-5,121710,30,107077
25055,-5,121730,30,107098
25060,-5,121761,30,107128
25065,-5,121781,20,107142
25070,-5,121802,20,107158
25075,-5,121823,30,107174
25080,-5,121853,40,107190
25085,-5,121874,50,107195
25090,-5,121904,50,107206
25095,-5,121925,50,107226
25100,-5,121945,50,107247
25105,-5,121976,30,107263
25110,-5,121996,30,107284
25115,-5,122027,50,107297
25120,-5,122047,80,107318
25125,-5,122078,80,107338
25130,-5,122098,80,107348
25135,-5,122129,90,107376
25140,-5,122149,90,107396
25145,-5,122180,80,107420
25150,-5,122200,80,107430
25155,-5,122231,80,107440
25160,-5,122251,70,107445
25165,-5,122282,70,107454
25170,-5,122302,60,107468
25175,-5,122323,40,107484
25180,-5,122353,20,107491
25185,-5,122374,20,107522
25190,-5,122404,20,107532
25195,-5,122425,10,107557
25200,-5,122455,10,107577
25205,-5,122476,0,107592
25210,-5,122506,0,107603
25215,-5,122527,-10,107609
25220,-5,122557,-20,107625
25225,-5,122557,-20,107626
25230,-5,122588,-10,107641
25235,-5,122608,-10,107651
25240,-5,122639,-10,107682
25245,-5,122659,-10,107703
25250,-5,122690,0,107729
25255,-5,122710,20,107741
25260,-5,122741,20,107772
25265,-5,122761,20,107782
25270,-5,122792,20,107802
25275,-5,122812,20,107833
25280,-5,122843,20,107853
25285,-5,122863,20,107864
25290,-5,122894,20,107884
25295,-5,122914,20,107904
25300,-5,122945,20,107915
25305,-5,122964,20,107931
25310,-5,122984,20,107951
25315,-5,123015,20,107982
25320,-5,123035,20,108002
25325,-5,123066,20,108032
25330,-5,123086,20,108053
25335,-5,123117,20,108083
25340,-5,123137,20,108104
25345,-5,123168,20,108135
25350,-5,123188,20,108155
25355,-5,123209,20,108175
25360,-5,123229,20,108196
25365,-5,123250,20,108216
25370,-5,123280,20,108236
25375,-5,123301,20,108267
25380,-5,123331,10,108282
25385,-5,123352,0,108297
25390,-5,123372,0,108317
25395,-5,123403,0,108348
25400,-5,123423,0,108368
25405,-5,123454,0,108399
25410,-5,123474,10,108414
25415,-5,123505,10,108445
25420,-5,123525,10,108465
25425,-5,123556,10,108486
25430,-5,123576,10,108506
25435,-5,123607,10,108527
25440,-5,123627,10,108547
25445,-5,123658,10,108568
25450,-5,123678,10,108588
25455,-5,123709,10,108619
25460,-5,123729,10,108639
25465,-5,123760,10,108670
25470,-5,123780,0,108675
25475,-5,123801,0,108685
25480,-5,123831,0,108716
25485,-5,123852,10,108731
25490,-5,123872,10,108762
25495,-5,123903,10,108782
25500,-5,123923,10,108812
25505,-5,123944,10,108833
25510,-5,123964,10,108853
25515,-5,123995,10,108884
